At_ID,At_Class,At_State,Month,Sales
309,Nurse/Others,IL,14,1
309,Nurse/Others,IL,15,2
309,Nurse/Others,IL,16,1
309,Nurse/Others,IL,17,2
309,Nurse/Others,IL,18,3
309,Nurse/Others,IL,19,4
309,Nurse/Others,IL,20,5
309,Nurse/Others,IL,21,6
309,Nurse/Others,IL,22,2
309,Nurse/Others,IL,23,4
309,Nurse/Others,IL,24,1
775,Physician,CA,1,6
775,Physician,CA,2,6
775,Physician,CA,3,3
775,Physician,CA,4,4
775,Physician,CA,5,4
775,Physician,CA,6,2
775,Physician,CA,7,1
775,Physician,CA,8,3
775,Physician,CA,9,4
775,Physician,CA,10,5
775,Physician,CA,11,6
775,Physician,CA,12,3
775,Physician,CA,13,4
775,Physician,CA,14,4
775,Physician,CA,15,3
775,Physician,CA,16,4
775,Physician,CA,17,2
775,Physician,CA,18,4
775,Physician,CA,19,1
775,Physician,CA,20,2
775,Physician,CA,21,4
775,Physician,CA,22,6
775,Physician,CA,23,2
775,Physician,CA,24,6
409,Physician,MI,1,4
409,Physician,MI,2,6
409,Physician,MI,3,2
409,Physician,MI,4,1
409,Physician,MI,5,4
409,Physician,MI,6,1
409,Physician,MI,7,3
409,Physician,MI,8,5
409,Physician,MI,9,5
409,Physician,MI,10,5
409,Physician,MI,11,2
409,Physician,MI,12,1
409,Physician,MI,13,2
409,Physician,MI,14,2
409,Physician,MI,15,6
409,Physician,MI,16,3
409,Physician,MI,17,5
409,Physician,MI,18,5
409,Physician,MI,19,5
409,Physician,MI,20,4
409,Physician,MI,21,1
409,Physician,MI,22,2
409,Physician,MI,23,6
409,Physician,MI,24,3
916,Nurse/Others,FL,1,6
916,Nurse/Others,FL,2,6
916,Nurse/Others,FL,3,4
916,Nurse/Others,FL,4,6
916,Nurse/Others,FL,5,4
916,Nurse/Others,FL,6,2
916,Nurse/Others,FL,7,6
916,Nurse/Others,FL,8,5
916,Nurse/Others,FL,9,2
916,Nurse/Others,FL,10,4
916,Nurse/Others,FL,11,5
916,Nurse/Others,FL,12,1
916,Nurse/Others,FL,13,4
916,Nurse/Others,FL,14,6
916,Nurse/Others,FL,15,4
916,Nurse/Others,FL,16,2
916,Nurse/Others,FL,17,3
916,Nurse/Others,FL,18,2
916,Nurse/Others,FL,19,4
916,Nurse/Others,FL,20,2
916,Nurse/Others,FL,21,6
916,Nurse/Others,FL,22,2
916,Nurse/Others,FL,23,4
916,Nurse/Others,FL,24,1
561,Physician,MI,1,1
561,Physician,MI,2,4
561,Physician,MI,3,6
561,Physician,MI,4,6
561,Physician,MI,5,3
561,Physician,MI,6,3
561,Physician,MI,7,4
561,Physician,MI,8,4
561,Physician,MI,9,3
561,Physician,MI,10,2
561,Physician,MI,11,3
561,Physician,MI,12,3
561,Physician,MI,13,1
561,Physician,MI,14,2
561,Physician,MI,15,6
561,Physician,MI,16,3
561,Physician,MI,17,6
561,Physician,MI,18,5
561,Physician,MI,19,4
561,Physician,MI,20,4
561,Physician,MI,21,1
561,Physician,MI,22,2
561,Physician,MI,23,1
561,Physician,MI,24,1
901,Nurse/Others,CA,1,5
901,Nurse/Others,CA,2,1
901,Nurse/Others,CA,3,2
901,Nurse/Others,CA,4,5
901,Nurse/Others,CA,5,3
901,Nurse/Others,CA,6,6
901,Nurse/Others,CA,7,3
901,Nurse/Others,CA,8,6
901,Nurse/Others,CA,9,6
901,Nurse/Others,CA,10,6
901,Nurse/Others,CA,11,1
901,Nurse/Others,CA,12,6
901,Nurse/Others,CA,13,3
901,Nurse/Others,CA,14,5
901,Nurse/Others,CA,15,3
901,Nurse/Others,CA,16,2
901,Nurse/Others,CA,17,1
901,Nurse/Others,CA,18,4
901,Nurse/Others,CA,19,1
901,Nurse/Others,CA,20,4
901,Nurse/Others,CA,21,4
901,Nurse/Others,CA,22,5
901,Nurse/Others,CA,23,2
901,Nurse/Others,CA,24,1
242,Physician,NY,1,6
242,Physician,NY,2,1
242,Physician,NY,3,4
242,Physician,NY,4,6
242,Physician,NY,5,3
242,Physician,NY,6,4
242,Physician,NY,7,3
242,Physician,NY,8,2
242,Physician,NY,9,6
242,Physician,NY,10,1
242,Physician,NY,11,1
242,Physician,NY,12,2
242,Physician,NY,13,5
242,Physician,NY,14,2
242,Physician,NY,15,5
242,Physician,NY,16,5
242,Physician,NY,17,3
242,Physician,NY,18,4
242,Physician,NY,19,2
242,Physician,NY,20,3
242,Physician,NY,21,2
242,Physician,NY,22,3
242,Physician,NY,23,3
242,Physician,NY,24,1
848,Physician,MI,1,4
848,Physician,MI,2,2
848,Physician,MI,3,6
848,Physician,MI,4,1
848,Physician,MI,5,1
848,Physician,MI,6,6
848,Physician,MI,7,3
848,Physician,MI,8,6
848,Physician,MI,9,4
848,Physician,MI,10,5
848,Physician,MI,11,6
848,Physician,MI,12,5
848,Physician,MI,13,3
848,Physician,MI,14,5
848,Physician,MI,15,4
848,Physician,MI,16,3
848,Physician,MI,17,3
848,Physician,MI,18,3
848,Physician,MI,19,1
848,Physician,MI,20,5
848,Physician,MI,21,2
848,Physician,MI,22,4
848,Physician,MI,23,5
848,Physician,MI,24,4
808,Physician,CA,1,3
808,Physician,CA,2,1
808,Physician,CA,3,2
808,Physician,CA,4,2
808,Physician,CA,5,6
808,Physician,CA,6,3
808,Physician,CA,7,1
808,Physician,CA,8,6
808,Physician,CA,9,1
808,Physician,CA,10,3
808,Physician,CA,11,4
808,Physician,CA,12,1
808,Physician,CA,13,6
808,Physician,CA,14,1
808,Physician,CA,15,6
808,Physician,CA,16,3
808,Physician,CA,17,2
808,Physician,CA,18,4
808,Physician,CA,19,1
808,Physician,CA,20,6
808,Physician,CA,21,3
808,Physician,CA,22,5
808,Physician,CA,23,6
808,Physician,CA,24,3
322,Nurse/Others,CA,1,4
322,Nurse/Others,CA,2,3
322,Nurse/Others,CA,3,2
322,Nurse/Others,CA,4,3
322,Nurse/Others,CA,5,3
322,Nurse/Others,CA,6,4
322,Nurse/Others,CA,7,3
322,Nurse/Others,CA,8,2
322,Nurse/Others,CA,9,5
322,Nurse/Others,CA,10,6
322,Nurse/Others,CA,11,5
322,Nurse/Others,CA,12,2
322,Nurse/Others,CA,13,5
322,Nurse/Others,CA,14,6
322,Nurse/Others,CA,15,5
322,Nurse/Others,CA,16,4
322,Nurse/Others,CA,17,6
322,Nurse/Others,CA,18,2
322,Nurse/Others,CA,19,2
322,Nurse/Others,CA,20,3
322,Nurse/Others,CA,21,5
322,Nurse/Others,CA,22,5
322,Nurse/Others,CA,23,4
322,Nurse/Others,CA,24,2
256,Physician,IL,1,3
256,Physician,IL,2,1
256,Physician,IL,3,5
256,Physician,IL,4,6
256,Physician,IL,5,5
256,Physician,IL,6,6
256,Physician,IL,7,2
256,Physician,IL,8,5
256,Physician,IL,9,2
256,Physician,IL,10,5
256,Physician,IL,11,1
256,Physician,IL,12,6
256,Physician,IL,13,1
256,Physician,IL,14,6
256,Physician,IL,15,1
256,Physician,IL,16,5
256,Physician,IL,17,5
256,Physician,IL,18,2
256,Physician,IL,19,5
256,Physician,IL,20,3
256,Physician,IL,21,1
256,Physician,IL,22,1
256,Physician,IL,23,5
256,Physician,IL,24,3
174,Physician,CA,1,4
174,Physician,CA,2,4
174,Physician,CA,3,3
174,Physician,CA,4,6
174,Physician,CA,5,3
174,Physician,CA,6,4
174,Physician,CA,7,5
174,Physician,CA,8,1
174,Physician,CA,9,6
174,Physician,CA,10,5
174,Physician,CA,11,4
174,Physician,CA,12,1
174,Physician,CA,13,6
174,Physician,CA,14,6
174,Physician,CA,15,6
174,Physician,CA,16,2
174,Physician,CA,17,1
174,Physician,CA,18,1
174,Physician,CA,19,5
174,Physician,CA,20,1
174,Physician,CA,21,5
174,Physician,CA,22,4
174,Physician,CA,23,4
174,Physician,CA,24,6
210,Physician,CA,1,6
210,Physician,CA,2,5
210,Physician,CA,3,5
210,Physician,CA,4,4
210,Physician,CA,5,6
210,Physician,CA,6,3
210,Physician,CA,7,2
210,Physician,CA,8,6
210,Physician,CA,9,3
210,Physician,CA,10,6
210,Physician,CA,11,3
210,Physician,CA,12,2
210,Physician,CA,13,1
210,Physician,CA,14,5
210,Physician,CA,15,6
210,Physician,CA,16,1
210,Physician,CA,17,6
210,Physician,CA,18,3
210,Physician,CA,19,6
210,Physician,CA,20,1
210,Physician,CA,21,2
210,Physician,CA,22,3
210,Physician,CA,23,5
210,Physician,CA,24,4
696,Physician,IL,1,5
696,Physician,IL,2,2
696,Physician,IL,3,5
696,Physician,IL,4,6
696,Physician,IL,5,1
696,Physician,IL,6,4
696,Physician,IL,7,2
696,Physician,IL,8,1
696,Physician,IL,9,4
696,Physician,IL,10,3
696,Physician,IL,11,5
696,Physician,IL,12,5
696,Physician,IL,13,4
696,Physician,IL,14,2
696,Physician,IL,15,3
696,Physician,IL,16,4
696,Physician,IL,17,3
696,Physician,IL,18,1
696,Physician,IL,19,5
696,Physician,IL,20,4
696,Physician,IL,21,2
696,Physician,IL,22,4
696,Physician,IL,23,5
696,Physician,IL,24,4
157,Physician,MI,1,4
157,Physician,MI,2,4
157,Physician,MI,3,4
157,Physician,MI,4,4
157,Physician,MI,5,4
157,Physician,MI,6,4
157,Physician,MI,7,4
157,Physician,MI,8,4
157,Physician,MI,9,4
157,Physician,MI,10,4
157,Physician,MI,11,4
157,Physician,MI,12,4
157,Physician,MI,13,4
157,Physician,MI,14,4
157,Physician,MI,15,4
157,Physician,MI,16,4
157,Physician,MI,17,4
157,Physician,MI,18,4
157,Physician,MI,19,4
157,Physician,MI,20,4
157,Physician,MI,21,4
157,Physician,MI,22,4
157,Physician,MI,23,4
157,Physician,MI,24,4
915,Physician,NY,1,2
915,Physician,NY,2,1
915,Physician,NY,3,5
915,Physician,NY,4,5
915,Physician,NY,5,2
915,Physician,NY,6,2
915,Physician,NY,7,2
915,Physician,NY,8,2
915,Physician,NY,9,2
915,Physician,NY,10,5
915,Physician,NY,11,4
915,Physician,NY,12,4
915,Physician,NY,13,5
915,Physician,NY,14,6
915,Physician,NY,15,4
915,Physician,NY,16,3
915,Physician,NY,17,2
915,Physician,NY,18,2
915,Physician,NY,19,1
915,Physician,NY,20,2
915,Physician,NY,21,1
915,Physician,NY,22,5
915,Physician,NY,23,1
915,Physician,NY,24,1
275,Nurse/Others,FL,1,1
275,Nurse/Others,FL,2,3
275,Nurse/Others,FL,3,1
275,Nurse/Others,FL,4,1
275,Nurse/Others,FL,5,6
275,Nurse/Others,FL,6,6
275,Nurse/Others,FL,7,2
275,Nurse/Others,FL,8,4
275,Nurse/Others,FL,9,5
275,Nurse/Others,FL,10,5
275,Nurse/Others,FL,11,5
275,Nurse/Others,FL,12,3
275,Nurse/Others,FL,13,6
275,Nurse/Others,FL,14,1
275,Nurse/Others,FL,15,5
275,Nurse/Others,FL,16,2
275,Nurse/Others,FL,17,6
275,Nurse/Others,FL,18,3
275,Nurse/Others,FL,19,4
275,Nurse/Others,FL,20,4
275,Nurse/Others,FL,21,1
275,Nurse/Others,FL,22,6
275,Nurse/Others,FL,23,2
275,Nurse/Others,FL,24,5
727,Nurse/Others,CA,1,5
727,Nurse/Others,CA,2,1
727,Nurse/Others,CA,3,2
727,Nurse/Others,CA,4,5
727,Nurse/Others,CA,5,1
727,Nurse/Others,CA,6,6
727,Nurse/Others,CA,7,1
727,Nurse/Others,CA,8,6
727,Nurse/Others,CA,9,2
727,Nurse/Others,CA,10,2
727,Nurse/Others,CA,11,6
727,Nurse/Others,CA,12,2
727,Nurse/Others,CA,13,4
727,Nurse/Others,CA,14,1
727,Nurse/Others,CA,15,4
727,Nurse/Others,CA,16,5
727,Nurse/Others,CA,17,2
727,Nurse/Others,CA,18,5
727,Nurse/Others,CA,19,2
727,Nurse/Others,CA,20,5
727,Nurse/Others,CA,21,3
727,Nurse/Others,CA,22,5
727,Nurse/Others,CA,23,1
727,Nurse/Others,CA,24,2
318,Nurse/Others,IL,1,3
318,Nurse/Others,IL,2,1
318,Nurse/Others,IL,3,2
318,Nurse/Others,IL,4,3
318,Nurse/Others,IL,5,4
318,Nurse/Others,IL,6,1
318,Nurse/Others,IL,7,3
318,Nurse/Others,IL,8,5
318,Nurse/Others,IL,9,4
318,Nurse/Others,IL,10,1
318,Nurse/Others,IL,11,1
318,Nurse/Others,IL,12,4
318,Nurse/Others,IL,13,5
318,Nurse/Others,IL,14,4
318,Nurse/Others,IL,15,1
318,Nurse/Others,IL,16,4
318,Nurse/Others,IL,17,2
318,Nurse/Others,IL,18,1
318,Nurse/Others,IL,19,4
318,Nurse/Others,IL,20,6
318,Nurse/Others,IL,21,5
318,Nurse/Others,IL,22,6
318,Nurse/Others,IL,23,4
318,Nurse/Others,IL,24,3
554,Physician,IL,1,2
554,Physician,IL,2,6
554,Physician,IL,3,5
554,Physician,IL,4,3
554,Physician,IL,5,1
554,Physician,IL,6,4
554,Physician,IL,7,2
554,Physician,IL,8,3
554,Physician,IL,9,6
554,Physician,IL,10,3
554,Physician,IL,11,6
554,Physician,IL,12,6
554,Physician,IL,13,2
554,Physician,IL,14,5
554,Physician,IL,15,1
554,Physician,IL,16,2
554,Physician,IL,17,5
554,Physician,IL,18,1
554,Physician,IL,19,2
554,Physician,IL,20,3
554,Physician,IL,21,3
554,Physician,IL,22,6
554,Physician,IL,23,2
554,Physician,IL,24,2
121,Nurse/Others,CA,1,5
121,Nurse/Others,CA,2,6
121,Nurse/Others,CA,3,2
121,Nurse/Others,CA,4,3
121,Nurse/Others,CA,5,6
121,Nurse/Others,CA,6,3
121,Nurse/Others,CA,7,1
121,Nurse/Others,CA,8,5
121,Nurse/Others,CA,9,4
121,Nurse/Others,CA,10,5
121,Nurse/Others,CA,11,5
121,Nurse/Others,CA,12,2
121,Nurse/Others,CA,13,2
121,Nurse/Others,CA,14,2
121,Nurse/Others,CA,15,1
121,Nurse/Others,CA,16,2
121,Nurse/Others,CA,17,6
121,Nurse/Others,CA,18,5
121,Nurse/Others,CA,19,5
121,Nurse/Others,CA,20,6
121,Nurse/Others,CA,21,1
121,Nurse/Others,CA,22,5
121,Nurse/Others,CA,23,2
121,Nurse/Others,CA,24,6
481,Physician,MI,1,4
481,Physician,MI,2,3
481,Physician,MI,3,4
481,Physician,MI,4,4
481,Physician,MI,5,3
481,Physician,MI,6,4
481,Physician,MI,7,1
481,Physician,MI,8,6
481,Physician,MI,9,6
481,Physician,MI,10,1
481,Physician,MI,11,3
481,Physician,MI,12,4
481,Physician,MI,13,1
481,Physician,MI,14,3
481,Physician,MI,15,2
481,Physician,MI,16,1
481,Physician,MI,17,6
481,Physician,MI,18,4
481,Physician,MI,19,3
481,Physician,MI,20,3
481,Physician,MI,21,5
481,Physician,MI,22,6
481,Physician,MI,23,1
481,Physician,MI,24,1
944,Nurse/Others,MI,1,4
944,Nurse/Others,MI,2,5
944,Nurse/Others,MI,3,2
944,Nurse/Others,MI,4,3
944,Nurse/Others,MI,5,6
944,Nurse/Others,MI,6,2
944,Nurse/Others,MI,7,3
944,Nurse/Others,MI,8,6
944,Nurse/Others,MI,9,4
944,Nurse/Others,MI,10,3
944,Nurse/Others,MI,11,5
944,Nurse/Others,MI,12,4
944,Nurse/Others,MI,13,2
944,Nurse/Others,MI,14,6
944,Nurse/Others,MI,15,3
944,Nurse/Others,MI,16,2
944,Nurse/Others,MI,17,3
944,Nurse/Others,MI,18,4
944,Nurse/Others,MI,19,2
944,Nurse/Others,MI,20,2
944,Nurse/Others,MI,21,3
944,Nurse/Others,MI,22,1
944,Nurse/Others,MI,23,1
944,Nurse/Others,MI,24,3
638,Physician,NY,1,4
638,Physician,NY,2,1
638,Physician,NY,3,6
638,Physician,NY,4,6
638,Physician,NY,5,2
638,Physician,NY,6,3
638,Physician,NY,7,2
638,Physician,NY,8,3
638,Physician,NY,9,4
638,Physician,NY,10,2
638,Physician,NY,11,3
638,Physician,NY,12,2
638,Physician,NY,13,1
638,Physician,NY,14,1
638,Physician,NY,15,6
638,Physician,NY,16,4
638,Physician,NY,17,1
638,Physician,NY,18,2
638,Physician,NY,19,3
638,Physician,NY,20,3
638,Physician,NY,21,1
638,Physician,NY,22,3
638,Physician,NY,23,1
638,Physician,NY,24,2
445,Physician,FL,1,2
445,Physician,FL,2,3
445,Physician,FL,3,6
445,Physician,FL,4,4
445,Physician,FL,5,6
445,Physician,FL,6,3
445,Physician,FL,7,1
445,Physician,FL,8,6
445,Physician,FL,9,5
445,Physician,FL,10,2
445,Physician,FL,11,1
445,Physician,FL,12,1
445,Physician,FL,13,5
445,Physician,FL,14,1
445,Physician,FL,15,6
445,Physician,FL,16,5
445,Physician,FL,17,2
445,Physician,FL,18,5
445,Physician,FL,19,3
445,Physician,FL,20,3
445,Physician,FL,21,6
445,Physician,FL,22,6
445,Physician,FL,23,1
445,Physician,FL,24,4
818,Physician,FL,1,3
818,Physician,FL,2,4
818,Physician,FL,3,1
818,Physician,FL,4,2
818,Physician,FL,5,3
818,Physician,FL,6,1
818,Physician,FL,7,4
818,Physician,FL,8,5
818,Physician,FL,9,5
818,Physician,FL,10,3
818,Physician,FL,11,1
818,Physician,FL,12,3
818,Physician,FL,13,1
818,Physician,FL,14,1
818,Physician,FL,15,6
818,Physician,FL,16,3
818,Physician,FL,17,6
818,Physician,FL,18,1
818,Physician,FL,19,2
818,Physician,FL,20,3
818,Physician,FL,21,5
818,Physician,FL,22,4
818,Physician,FL,23,2
818,Physician,FL,24,5
336,Nurse/Others,CA,1,1
336,Nurse/Others,CA,2,6
336,Nurse/Others,CA,3,4
336,Nurse/Others,CA,4,3
336,Nurse/Others,CA,5,1
336,Nurse/Others,CA,6,4
336,Nurse/Others,CA,7,3
336,Nurse/Others,CA,8,2
336,Nurse/Others,CA,9,1
336,Nurse/Others,CA,10,5
336,Nurse/Others,CA,11,2
336,Nurse/Others,CA,12,3
336,Nurse/Others,CA,13,3
336,Nurse/Others,CA,14,2
336,Nurse/Others,CA,15,4
336,Nurse/Others,CA,16,6
336,Nurse/Others,CA,17,6
336,Nurse/Others,CA,18,3
336,Nurse/Others,CA,19,3
336,Nurse/Others,CA,20,3
336,Nurse/Others,CA,21,1
336,Nurse/Others,CA,22,6
336,Nurse/Others,CA,23,1
336,Nurse/Others,CA,24,5
349,Physician,FL,1,6
349,Physician,FL,2,5
349,Physician,FL,3,1
349,Physician,FL,4,3
349,Physician,FL,5,3
349,Physician,FL,6,2
349,Physician,FL,7,6
349,Physician,FL,8,2
349,Physician,FL,9,1
349,Physician,FL,10,5
349,Physician,FL,11,2
349,Physician,FL,12,5
349,Physician,FL,13,3
349,Physician,FL,14,6
349,Physician,FL,15,4
349,Physician,FL,16,5
349,Physician,FL,17,4
349,Physician,FL,18,5
349,Physician,FL,19,5
349,Physician,FL,20,5
349,Physician,FL,21,4
349,Physician,FL,22,3
349,Physician,FL,23,2
349,Physician,FL,24,2
828,Nurse/Others,FL,1,2
828,Nurse/Others,FL,2,6
828,Nurse/Others,FL,3,4
828,Nurse/Others,FL,4,1
828,Nurse/Others,FL,5,3
828,Nurse/Others,FL,6,2
828,Nurse/Others,FL,7,1
828,Nurse/Others,FL,8,2
828,Nurse/Others,FL,9,2
828,Nurse/Others,FL,10,2
828,Nurse/Others,FL,11,3
828,Nurse/Others,FL,12,5
828,Nurse/Others,FL,13,5
828,Nurse/Others,FL,14,5
828,Nurse/Others,FL,15,5
828,Nurse/Others,FL,16,5
828,Nurse/Others,FL,17,1
828,Nurse/Others,FL,18,3
828,Nurse/Others,FL,19,3
828,Nurse/Others,FL,20,5
828,Nurse/Others,FL,21,6
828,Nurse/Others,FL,22,4
828,Nurse/Others,FL,23,4
828,Nurse/Others,FL,24,1
38,Physician,IL,1,3
38,Physician,IL,2,3
38,Physician,IL,3,1
38,Physician,IL,4,4
38,Physician,IL,5,1
38,Physician,IL,6,4
38,Physician,IL,7,1
38,Physician,IL,8,4
38,Physician,IL,9,3
38,Physician,IL,10,1
38,Physician,IL,11,5
38,Physician,IL,12,3
38,Physician,IL,13,5
38,Physician,IL,14,5
38,Physician,IL,15,5
38,Physician,IL,16,3
38,Physician,IL,17,2
38,Physician,IL,18,1
38,Physician,IL,19,1
38,Physician,IL,20,3
38,Physician,IL,21,2
38,Physician,IL,22,6
38,Physician,IL,23,5
38,Physician,IL,24,6
742,Nurse/Others,CA,1,1
742,Nurse/Others,CA,2,2
742,Nurse/Others,CA,3,6
742,Nurse/Others,CA,4,4
742,Nurse/Others,CA,5,5
742,Nurse/Others,CA,6,4
742,Nurse/Others,CA,7,1
742,Nurse/Others,CA,8,6
742,Nurse/Others,CA,9,5
742,Nurse/Others,CA,10,5
742,Nurse/Others,CA,11,1
742,Nurse/Others,CA,12,3
742,Nurse/Others,CA,13,1
742,Nurse/Others,CA,14,4
742,Nurse/Others,CA,15,3
742,Nurse/Others,CA,16,6
742,Nurse/Others,CA,17,6
742,Nurse/Others,CA,18,1
742,Nurse/Others,CA,19,2
742,Nurse/Others,CA,20,2
742,Nurse/Others,CA,21,1
742,Nurse/Others,CA,22,5
742,Nurse/Others,CA,23,4
742,Nurse/Others,CA,24,1
832,Physician,CA,1,3
832,Physician,CA,2,3
832,Physician,CA,3,3
832,Physician,CA,4,3
832,Physician,CA,5,3
832,Physician,CA,6,3
832,Physician,CA,7,3
832,Physician,CA,8,3
832,Physician,CA,9,3
832,Physician,CA,10,3
832,Physician,CA,11,3
832,Physician,CA,12,3
832,Physician,CA,13,3
832,Physician,CA,14,3
832,Physician,CA,15,3
832,Physician,CA,16,3
832,Physician,CA,17,3
832,Physician,CA,18,3
832,Physician,CA,19,3
832,Physician,CA,20,3
832,Physician,CA,21,3
832,Physician,CA,22,3
832,Physician,CA,23,3
832,Physician,CA,24,3
249,Physician,MI,1,4
249,Physician,MI,2,4
249,Physician,MI,3,6
249,Physician,MI,4,2
249,Physician,MI,5,5
249,Physician,MI,6,2
249,Physician,MI,7,2
249,Physician,MI,8,1
249,Physician,MI,9,3
249,Physician,MI,10,2
249,Physician,MI,11,4
249,Physician,MI,12,3
249,Physician,MI,13,3
249,Physician,MI,14,2
249,Physician,MI,15,6
249,Physician,MI,16,3
249,Physician,MI,17,3
249,Physician,MI,18,6
249,Physician,MI,19,3
249,Physician,MI,20,4
249,Physician,MI,21,5
249,Physician,MI,22,3
249,Physician,MI,23,3
249,Physician,MI,24,2
69,Nurse/Others,MI,1,2
69,Nurse/Others,MI,2,1
69,Nurse/Others,MI,3,1
69,Nurse/Others,MI,4,3
69,Nurse/Others,MI,5,5
69,Nurse/Others,MI,6,2
69,Nurse/Others,MI,7,5
69,Nurse/Others,MI,8,2
69,Nurse/Others,MI,9,6
69,Nurse/Others,MI,10,5
69,Nurse/Others,MI,11,4
69,Nurse/Others,MI,12,4
69,Nurse/Others,MI,13,1
69,Nurse/Others,MI,14,2
69,Nurse/Others,MI,15,6
69,Nurse/Others,MI,16,4
69,Nurse/Others,MI,17,2
69,Nurse/Others,MI,18,6
69,Nurse/Others,MI,19,3
69,Nurse/Others,MI,20,2
69,Nurse/Others,MI,21,4
69,Nurse/Others,MI,22,2
69,Nurse/Others,MI,23,2
69,Nurse/Others,MI,24,4
101,Physician,CA,1,2
101,Physician,CA,2,6
101,Physician,CA,3,4
101,Physician,CA,4,3
101,Physician,CA,5,5
101,Physician,CA,6,4
101,Physician,CA,7,4
101,Physician,CA,8,3
101,Physician,CA,9,1
101,Physician,CA,10,5
101,Physician,CA,11,5
101,Physician,CA,12,1
101,Physician,CA,13,5
101,Physician,CA,14,1
101,Physician,CA,15,3
101,Physician,CA,16,4
101,Physician,CA,17,6
101,Physician,CA,18,4
101,Physician,CA,19,4
101,Physician,CA,20,5
101,Physician,CA,21,5
101,Physician,CA,22,6
101,Physician,CA,23,5
101,Physician,CA,24,5
400,Nurse/Others,FL,1,1
400,Nurse/Others,FL,2,2
400,Nurse/Others,FL,3,5
400,Nurse/Others,FL,4,6
400,Nurse/Others,FL,5,5
400,Nurse/Others,FL,6,1
400,Nurse/Others,FL,7,2
400,Nurse/Others,FL,8,2
400,Nurse/Others,FL,9,5
400,Nurse/Others,FL,10,4
400,Nurse/Others,FL,11,3
400,Nurse/Others,FL,12,5
400,Nurse/Others,FL,13,1
400,Nurse/Others,FL,14,4
400,Nurse/Others,FL,15,2
400,Nurse/Others,FL,16,5
400,Nurse/Others,FL,17,4
400,Nurse/Others,FL,18,6
400,Nurse/Others,FL,19,5
400,Nurse/Others,FL,20,1
400,Nurse/Others,FL,21,4
400,Nurse/Others,FL,22,4
400,Nurse/Others,FL,23,2
400,Nurse/Others,FL,24,3
106,Nurse/Others,FL,1,5
106,Nurse/Others,FL,2,2
106,Nurse/Others,FL,3,2
106,Nurse/Others,FL,4,6
106,Nurse/Others,FL,5,1
106,Nurse/Others,FL,6,6
106,Nurse/Others,FL,7,5
106,Nurse/Others,FL,8,5
106,Nurse/Others,FL,9,6
106,Nurse/Others,FL,10,3
106,Nurse/Others,FL,11,4
106,Nurse/Others,FL,12,3
106,Nurse/Others,FL,13,3
106,Nurse/Others,FL,14,6
106,Nurse/Others,FL,15,4
106,Nurse/Others,FL,16,6
106,Nurse/Others,FL,17,1
106,Nurse/Others,FL,18,5
106,Nurse/Others,FL,19,3
106,Nurse/Others,FL,20,2
106,Nurse/Others,FL,21,4
106,Nurse/Others,FL,22,6
106,Nurse/Others,FL,23,3
106,Nurse/Others,FL,24,5
76,Physician,CA,1,6
76,Physician,CA,2,5
76,Physician,CA,3,1
76,Physician,CA,4,4
76,Physician,CA,5,4
76,Physician,CA,6,5
76,Physician,CA,7,5
76,Physician,CA,8,1
76,Physician,CA,9,2
76,Physician,CA,10,1
76,Physician,CA,11,3
76,Physician,CA,12,3
76,Physician,CA,13,3
76,Physician,CA,14,3
76,Physician,CA,15,5
76,Physician,CA,16,1
76,Physician,CA,17,4
76,Physician,CA,18,3
76,Physician,CA,19,4
76,Physician,CA,20,1
76,Physician,CA,21,5
76,Physician,CA,22,6
76,Physician,CA,23,5
76,Physician,CA,24,6
73,Physician,MI,1,4
73,Physician,MI,2,6
73,Physician,MI,3,3
73,Physician,MI,4,4
73,Physician,MI,5,1
73,Physician,MI,6,6
73,Physician,MI,7,4
73,Physician,MI,8,3
73,Physician,MI,9,5
73,Physician,MI,10,1
73,Physician,MI,11,5
73,Physician,MI,12,1
73,Physician,MI,13,5
73,Physician,MI,14,2
73,Physician,MI,15,1
73,Physician,MI,16,5
73,Physician,MI,17,2
73,Physician,MI,18,1
73,Physician,MI,19,6
73,Physician,MI,20,2
73,Physician,MI,21,1
73,Physician,MI,22,4
73,Physician,MI,23,2
73,Physician,MI,24,5
205,Nurse/Others,FL,1,6
205,Nurse/Others,FL,2,5
205,Nurse/Others,FL,3,4
205,Nurse/Others,FL,4,2
205,Nurse/Others,FL,5,1
205,Nurse/Others,FL,6,3
205,Nurse/Others,FL,7,5
205,Nurse/Others,FL,8,3
205,Nurse/Others,FL,9,5
205,Nurse/Others,FL,10,1
205,Nurse/Others,FL,11,6
205,Nurse/Others,FL,12,2
205,Nurse/Others,FL,13,5
205,Nurse/Others,FL,14,5
205,Nurse/Others,FL,15,2
205,Nurse/Others,FL,16,3
205,Nurse/Others,FL,17,4
205,Nurse/Others,FL,18,2
205,Nurse/Others,FL,19,6
205,Nurse/Others,FL,20,3
205,Nurse/Others,FL,21,2
205,Nurse/Others,FL,22,5
205,Nurse/Others,FL,23,4
205,Nurse/Others,FL,24,2
218,Physician,IL,1,4
218,Physician,IL,2,4
218,Physician,IL,3,1
218,Physician,IL,4,4
218,Physician,IL,5,5
218,Physician,IL,6,3
218,Physician,IL,7,5
218,Physician,IL,8,2
218,Physician,IL,9,1
218,Physician,IL,10,5
218,Physician,IL,11,6
218,Physician,IL,12,6
218,Physician,IL,13,1
218,Physician,IL,14,1
